$1,6.68090e-03,6.73427e-03,7.04275e-03,7.44637e+00
b,8.00000e-03,1.68600e+00,8.00000e-03,1.68600e+00
$2,2.82737e+00,2.82737e+00,5.07690e-02,5.07690e-02
a,4.00000e-02,4.00000e-02,1.96700e+00,1.96700e+00
$3,6.14825e+00,4.36691e-02,6.14825e+00,4.36691e-02
out,6.68090e-03,6.73427e-03,7.04275e-03,7.44637e+00
