$2,4.51835e+00,4.51835e+00,4.59116e-02,4.59116e-02
$3,3.26256e+00,4.41186e-02,3.26256e+00,4.41186e-02
b,4.00000e-02,3.33000e+00,4.00000e-02,3.33000e+00
$1,8.59870e-03,9.57589e-03,1.11618e-02,3.99717e+00
out,8.59870e-03,9.57589e-03,1.11618e-02,3.99717e+00
a,2.00000e-02,2.00000e-02,4.20000e+00,4.20000e+00
