$2,3.65083e+00,3.65083e+00,1.05115e+00,1.05115e+00
$3,5.11333e+00,9.71581e-03,5.11333e+00,9.71581e-03
b,1.00000e-02,4.38000e+00,1.00000e-02,4.38000e+00
$1,3.83103e-02,5.23307e-02,3.94917e-02,1.85172e+00
out,3.83103e-02,5.23307e-02,3.94917e-02,1.85172e+00
a,1.00000e-02,1.00000e-02,2.20000e-01,2.20000e-01
