score,modifications,signal_pairing,chassis
359.01,range_p+0.5_0.5_r+5.5_0.5.json,"['Cuma', 'Van']",Eco2C1G3T1
167.13,range_p+-0.5_0.5_r+5_0.5.json,"['Cuma', 'Van']",Eco2C1G3T1
213.54,range_p+0_0.5_r+6.5_0.5.json,"['Cuma', 'Van']",Eco2C1G3T1
213.54,range_p+0_0.5_r+6_0.5.json,"['Cuma', 'Van']",Eco2C1G3T1
213.54,range_p+0_0.5_r+7_0.5.json,"['Cuma', 'Van']",Eco2C1G3T1
384.15,range_p+1_0.5_r+5.5_0.5.json,"['Cuma', 'Van']",Eco2C1G3T1
359.01,range_p+0.5_0.5_r+7_0.5.json,"['Cuma', 'Van']",Eco2C1G3T1
359.01,range_p+0.5_0.5_r+6_0.5.json,"['Cuma', 'Van']",Eco2C1G3T1
384.15,range_p+1_0.5_r+5_0.5.json,"['Cuma', 'Van']",Eco2C1G3T1
384.15,range_p+1_0.5_r+6.5_0.5.json,"['Cuma', 'Van']",Eco2C1G3T1
213.54,range_p+0_0.5_r+5.5_0.5.json,"['Cuma', 'Van']",Eco2C1G3T1
87.24,range_p+-1_0.5_r+7_0.5.json,"['Cuma', 'Van']",Eco2C1G3T1
53.66,range_p+-1_0.5_r+6_0.5.json,"['Cuma', 'Van']",Eco2C1G3T1
88.97,range_p+0.5_0.5_r+6.5_0.5.json,"['Cuma', 'Van']",Eco2C1G3T1
213.54,range_p+0_0.5_r+5_0.5.json,"['Cuma', 'Van']",Eco2C1G3T1
250.31,range_p+-1_0.5_r+5_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
250.31,range_p+-1_0.5_r+5.5_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
89.25,range_p+-0.5_0.5_r+5.5_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
401.34,range_p+0.5_0.5_r+5_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
393.17,range_p+1_0.5_r+7_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
393.17,range_p+1_0.5_r+6_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
402.29,range_p+0.5_0.5_r+5.5_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
364.93,range_p+-0.5_0.5_r+5_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
391.85,range_p+0_0.5_r+6.5_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
396.44,range_p+0_0.5_r+6_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
391.85,range_p+0_0.5_r+7_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
393.17,range_p+1_0.5_r+5.5_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
401.34,range_p+0.5_0.5_r+7_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
401.34,range_p+0.5_0.5_r+6_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
394.36,range_p+1_0.5_r+5_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
393.17,range_p+1_0.5_r+6.5_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
396.44,range_p+0_0.5_r+5.5_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
225.46,range_p+-1_0.5_r+7_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
250.31,range_p+-1_0.5_r+6_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
401.34,range_p+0.5_0.5_r+6.5_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
396.44,range_p+0_0.5_r+5_0.5.json,"['IPTG', 'aTc']",Eco2C1G3T1
155.57,range_p+-1_0.5_r+5_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
155.57,range_p+-1_0.5_r+5.5_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
71,range_p+-0.5_0.5_r+5.5_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
360.99,range_p+0.5_0.5_r+5_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
385.1,range_p+1_0.5_r+7_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
385.1,range_p+1_0.5_r+6_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
360.99,range_p+0.5_0.5_r+5.5_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
169.56,range_p+-0.5_0.5_r+5_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
216.36,range_p+0_0.5_r+6.5_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
85.13,range_p+0_0.5_r+6_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
216.36,range_p+0_0.5_r+7_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
385.1,range_p+1_0.5_r+5.5_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
360.99,range_p+0.5_0.5_r+7_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
360.99,range_p+0.5_0.5_r+6_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
385.1,range_p+1_0.5_r+5_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
385.1,range_p+1_0.5_r+6.5_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
216.36,range_p+0_0.5_r+5.5_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
155.57,range_p+-1_0.5_r+7_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
155.57,range_p+-1_0.5_r+6_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
360.99,range_p+0.5_0.5_r+6.5_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
216.36,range_p+0_0.5_r+5_0.5.json,"['IPTG', 'Cuma']",Eco2C1G3T1
5.01,range_p+-1_0.5_r+5_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
5.01,range_p+-1_0.5_r+5.5_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
10.59,range_p+-0.5_0.5_r+5.5_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
70.44,range_p+0.5_0.5_r+5_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
83.67,range_p+1_0.5_r+7_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
81.34,range_p+1_0.5_r+6_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
70.44,range_p+0.5_0.5_r+5.5_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
10.59,range_p+-0.5_0.5_r+5_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
35.37,range_p+0_0.5_r+6.5_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
35.37,range_p+0_0.5_r+6_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
35.37,range_p+0_0.5_r+7_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
81.34,range_p+1_0.5_r+5.5_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
70.44,range_p+0.5_0.5_r+7_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
67.98,range_p+0.5_0.5_r+6_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
81.34,range_p+1_0.5_r+5_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
81.34,range_p+1_0.5_r+6.5_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
35.37,range_p+0_0.5_r+5.5_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
5.01,range_p+-1_0.5_r+7_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
5.01,range_p+-1_0.5_r+6_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
70.44,range_p+0.5_0.5_r+6.5_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
35.37,range_p+0_0.5_r+5_0.5.json,"['IPTG', 'Nar']",Eco2C1G3T1
215.21,range_p+-1_0.5_r+5_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
215.21,range_p+-1_0.5_r+5.5_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
325.23,range_p+-0.5_0.5_r+5.5_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
410.46,range_p+0.5_0.5_r+5_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
392.82,range_p+1_0.5_r+7_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
413.17,range_p+1_0.5_r+6_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
399.64,range_p+0.5_0.5_r+5.5_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
325.23,range_p+-0.5_0.5_r+5_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
388.22,range_p+0_0.5_r+6.5_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
392.26,range_p+0_0.5_r+6_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
392.26,range_p+0_0.5_r+7_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
392.82,range_p+1_0.5_r+5.5_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
399.64,range_p+0.5_0.5_r+7_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
399.64,range_p+0.5_0.5_r+6_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
413.17,range_p+1_0.5_r+5_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
413.17,range_p+1_0.5_r+6.5_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
392.26,range_p+0_0.5_r+5.5_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
215.21,range_p+-1_0.5_r+7_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
216.68,range_p+-1_0.5_r+6_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
410.46,range_p+0.5_0.5_r+6.5_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
392.26,range_p+0_0.5_r+5_0.5.json,"['IPTG', 'OHC14']",Eco2C1G3T1
205.6,range_p+-1_0.5_r+5_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
86.61,range_p+-1_0.5_r+5.5_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
270.27,range_p+-0.5_0.5_r+5.5_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
397.28,range_p+0.5_0.5_r+5_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
391.78,range_p+1_0.5_r+7_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
89.52,range_p+1_0.5_r+6_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
397.15,range_p+0.5_0.5_r+5.5_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
305.51,range_p+-0.5_0.5_r+5_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
375.96,range_p+0_0.5_r+6.5_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
375.96,range_p+0_0.5_r+6_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
375.96,range_p+0_0.5_r+7_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
391.78,range_p+1_0.5_r+5.5_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
397.28,range_p+0.5_0.5_r+7_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
397.28,range_p+0.5_0.5_r+6_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
391.78,range_p+1_0.5_r+5_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
391.78,range_p+1_0.5_r+6.5_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
375.96,range_p+0_0.5_r+5.5_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
86.61,range_p+-1_0.5_r+7_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
205.6,range_p+-1_0.5_r+6_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
397.15,range_p+0.5_0.5_r+6.5_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
381.89,range_p+0_0.5_r+5_0.5.json,"['IPTG', 'Van']",Eco2C1G3T1
327.96,range_p+0.5_0.5_r+7_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
183.04,range_p+0.5_0.5_r+6_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
83.54,range_p+1_0.5_r+5_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
78,range_p+1_0.5_r+6.5_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
328,range_p+0_0.5_r+5.5_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
164.33,range_p+0.5_0.5_r+6.5_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
325.47,range_p+-1_0.5_r+6_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
158.96,range_p+-1_0.5_r+7_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
172.94,range_p+-0.5_0.5_r+7_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
327.23,range_p+-0.5_0.5_r+6_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
324.59,range_p+-1_0.5_r+6.5_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
180.47,range_p+0_0.5_r+5_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
326.91,range_p+-0.5_0.5_r+5.5_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
327.21,range_p+-0.5_0.5_r+6.5_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
325.71,range_p+-1_0.5_r+5_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
327.37,range_p+1_0.5_r+6_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
327.56,range_p+1_0.5_r+7_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
161.09,range_p+-1_0.5_r+5.5_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
183.94,range_p+0.5_0.5_r+5_0.5.json,"['LacI', 'AraC']",Eco1C1G1T1
799.02,range_p+1_0.5_r+6.5_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
1222.78,range_p+0_0.5_r+5.5_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
614.38,range_p+0.5_0.5_r+6_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
654.1,range_p+0.5_0.5_r+7_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
1365.16,range_p+-0.5_0.5_r+6.5_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
536.75,range_p+0_0.5_r+5_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
1550.93,range_p+-0.5_0.5_r+7_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
1550.93,range_p+-0.5_0.5_r+6_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
1035.16,range_p+-1_0.5_r+6.5_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
1540.46,range_p+-1_0.5_r+7_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
1183.59,range_p+-1_0.5_r+6_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
655.18,range_p+1_0.5_r+5_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
513.96,range_p+0.5_0.5_r+5.5_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
575.72,range_p+0_0.5_r+6_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
773.36,range_p+0_0.5_r+7_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
513.96,range_p+0.5_0.5_r+6.5_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
571.21,range_p+0.5_0.5_r+5_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
1540.46,range_p+-1_0.5_r+5.5_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
804.13,range_p+1_0.5_r+7_0.5.json,"['LacI', 'CinR']",Eco1C2G2T2
315.71,range_p+0.5_0.5_r+7_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
315.71,range_p+0.5_0.5_r+6_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
541.02,range_p+1_0.5_r+6.5_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
549.82,range_p+0_0.5_r+5.5_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
1359.55,range_p+0.5_0.5_r+6_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
551.19,range_p+0.5_0.5_r+7_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
303.08,range_p+1_0.5_r+5_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
285.13,range_p+1_0.5_r+6.5_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
157.74,range_p+0_0.5_r+5.5_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
315.71,range_p+0.5_0.5_r+6.5_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
1540.88,range_p+-0.5_0.5_r+6.5_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
1550.83,range_p+0_0.5_r+5_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
286.34,range_p+-1_0.5_r+6_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
286.34,range_p+-1_0.5_r+7_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
136.28,range_p+-0.5_0.5_r+7_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
136.28,range_p+-0.5_0.5_r+6_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
1018.86,range_p+-0.5_0.5_r+7_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
1055.4,range_p+-0.5_0.5_r+6_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
1494.36,range_p+-1_0.5_r+6.5_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
103.21,range_p+-1_0.5_r+6.5_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
188.95,range_p+0_0.5_r+5_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
315.18,range_p+-0.5_0.5_r+5.5_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
1026.49,range_p+-1_0.5_r+7_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
481.5,range_p+-1_0.5_r+6_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
593.19,range_p+1_0.5_r+5_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
758.62,range_p+0.5_0.5_r+5.5_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
745.71,range_p+0_0.5_r+6_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
565.74,range_p+0_0.5_r+7_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
31.6,range_p+-0.5_0.5_r+6.5_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
147.57,range_p+-1_0.5_r+5_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
551.49,range_p+0.5_0.5_r+6.5_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
285.13,range_p+1_0.5_r+6_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
184.14,range_p+1_0.5_r+7_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
743.14,range_p+0.5_0.5_r+5_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
286.34,range_p+-1_0.5_r+5.5_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
173.65,range_p+0.5_0.5_r+5_0.5.json,"['LacI', 'LuxR']",Eco1C1G1T1
665.46,range_p+-1_0.5_r+5.5_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
778.64,range_p+1_0.5_r+7_0.5.json,"['LacI', 'LuxR']",Eco1C2G2T2
179.6,range_p+0.5_0.5_r+7_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
183.08,range_p+0.5_0.5_r+6_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
628.45,range_p+1_0.5_r+6.5_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
1057.31,range_p+0_0.5_r+5.5_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
705.83,range_p+0.5_0.5_r+6_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
291.27,range_p+0.5_0.5_r+7_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
78.22,range_p+1_0.5_r+5_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
188.68,range_p+1_0.5_r+6.5_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
327.52,range_p+0_0.5_r+5.5_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
124,range_p+0.5_0.5_r+6.5_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
1531.95,range_p+-0.5_0.5_r+6.5_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
1548.56,range_p+0_0.5_r+5_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
329.83,range_p+-1_0.5_r+6_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
168.51,range_p+-1_0.5_r+7_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
182.76,range_p+-0.5_0.5_r+7_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
176.48,range_p+-0.5_0.5_r+6_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
585.51,range_p+-0.5_0.5_r+7_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
681.63,range_p+-0.5_0.5_r+6_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
1111.24,range_p+-1_0.5_r+6.5_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
167.13,range_p+-1_0.5_r+6.5_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
328.14,range_p+0_0.5_r+5_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
326.64,range_p+-0.5_0.5_r+5.5_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
1310.93,range_p+-1_0.5_r+7_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
1013.66,range_p+-1_0.5_r+6_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
1362.01,range_p+1_0.5_r+5_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
1258.87,range_p+0.5_0.5_r+5.5_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
713.34,range_p+0_0.5_r+6_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
514.88,range_p+0_0.5_r+7_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
179.36,range_p+-0.5_0.5_r+6.5_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
168.51,range_p+-1_0.5_r+5_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
546.34,range_p+0.5_0.5_r+6.5_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
126.17,range_p+1_0.5_r+6_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
159.98,range_p+1_0.5_r+7_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
291.27,range_p+0.5_0.5_r+5_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
324.66,range_p+-1_0.5_r+5.5_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
328.03,range_p+0.5_0.5_r+5_0.5.json,"['LacI', 'TetR']",Eco1C1G1T1
468.93,range_p+-1_0.5_r+5.5_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
777.46,range_p+1_0.5_r+7_0.5.json,"['LacI', 'TetR']",Eco1C2G2T2
655.3,range_p+1_0.5_r+6.5_0.5.json,"['LuxR', 'CinR']",Eco1C2G2T2
748.44,range_p+0_0.5_r+5.5_0.5.json,"['LuxR', 'CinR']",Eco1C2G2T2
1291.93,range_p+0.5_0.5_r+6_0.5.json,"['LuxR', 'CinR']",Eco1C2G2T2
801.68,range_p+0.5_0.5_r+7_0.5.json,"['LuxR', 'CinR']",Eco1C2G2T2
578.29,range_p+-0.5_0.5_r+6.5_0.5.json,"['LuxR', 'CinR']",Eco1C2G2T2
1367.1,range_p+0_0.5_r+5_0.5.json,"['LuxR', 'CinR']",Eco1C2G2T2
1160.16,range_p+-0.5_0.5_r+7_0.5.json,"['LuxR', 'CinR']",Eco1C2G2T2
744.92,range_p+-0.5_0.5_r+6_0.5.json,"['LuxR', 'CinR']",Eco1C2G2T2
1496.61,range_p+-1_0.5_r+6.5_0.5.json,"['LuxR', 'CinR']",Eco1C2G2T2
1141.16,range_p+-1_0.5_r+7_0.5.json,"['LuxR', 'CinR']",Eco1C2G2T2
477.4,range_p+-1_0.5_r+6_0.5.json,"['LuxR', 'CinR']",Eco1C2G2T2
655.3,range_p+1_0.5_r+5_0.5.json,"['LuxR', 'CinR']",Eco1C2G2T2
655.3,range_p+0.5_0.5_r+5.5_0.5.json,"['LuxR', 'CinR']",Eco1C2G2T2
620.08,range_p+0_0.5_r+6_0.5.json,"['LuxR', 'CinR']",Eco1C2G2T2
1317.1,range_p+0_0.5_r+7_0.5.json,"['LuxR', 'CinR']",Eco1C2G2T2
1306.5,range_p+0.5_0.5_r+6.5_0.5.json,"['LuxR', 'CinR']",Eco1C2G2T2
1339.24,range_p+0.5_0.5_r+5_0.5.json,"['LuxR', 'CinR']",Eco1C2G2T2
1539.11,range_p+-1_0.5_r+5.5_0.5.json,"['LuxR', 'CinR']",Eco1C2G2T2
5.01,range_p+-1_0.5_r+5_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
5.01,range_p+-1_0.5_r+5.5_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
10.6,range_p+-0.5_0.5_r+5.5_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
70.45,range_p+0.5_0.5_r+5_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
81.34,range_p+1_0.5_r+7_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
81.34,range_p+1_0.5_r+6_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
69.89,range_p+0.5_0.5_r+5.5_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
10.6,range_p+-0.5_0.5_r+5_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
35.38,range_p+0_0.5_r+6.5_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
35.38,range_p+0_0.5_r+6_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
35.38,range_p+0_0.5_r+7_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
90.89,range_p+1_0.5_r+5.5_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
69.89,range_p+0.5_0.5_r+7_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
69.89,range_p+0.5_0.5_r+6_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
90.89,range_p+1_0.5_r+5_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
37.3,range_p+1_0.5_r+6.5_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
35.38,range_p+0_0.5_r+5.5_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
5.01,range_p+-1_0.5_r+7_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
5.01,range_p+-1_0.5_r+6_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
70.45,range_p+0.5_0.5_r+6.5_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
35.38,range_p+0_0.5_r+5_0.5.json,"['OHC14', 'Nar']",Eco2C1G3T1
183.75,range_p+0.5_0.5_r+7_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
148.46,range_p+0.5_0.5_r+6_0.5.json,"['TetR', 'AraC']",Eco1C1G1T1
