$1,4.00438e-03,4.04901e-03,4.01918e-03,6.43007e-01
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
$2,2.63438e+00,2.63438e+00,1.03412e-02,1.03412e-02
a,2.50000e-02,2.50000e-02,3.10000e-01,3.10000e-01
$3,3.77065e+00,7.01951e-02,3.77065e+00,7.01951e-02
out,1.60175e-03,1.61961e-03,1.60767e-03,2.57203e-01
