a,1.90000e-01,1.90000e-01,2.39000e+00,2.39000e+00
$2,4.51447e+00,4.51447e+00,1.27119e-01,1.27119e-01
$1,8.59915e-03,9.57866e-03,1.09946e-02,2.19631e+00
out,8.59915e-03,9.57866e-03,1.09946e-02,2.19631e+00
$3,3.26256e+00,4.41186e-02,3.26256e+00,4.41186e-02
b,4.00000e-02,3.33000e+00,4.00000e-02,3.33000e+00
