$2,4.51835e+00,4.51835e+00,4.45974e-02,4.45974e-02
$3,3.55331e+00,3.70208e-02,3.55331e+00,3.70208e-02
b,2.00000e-02,5.41000e+00,2.00000e-02,5.41000e+00
$1,8.56727e-03,9.58097e-03,1.06229e-02,4.19155e+00
out,8.56727e-03,9.58097e-03,1.06229e-02,4.19155e+00
a,1.00000e-02,1.00000e-02,4.38000e+00,4.38000e+00
