$1,3.00389e-03,3.03660e-03,3.01532e-03,2.95506e-01
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
$3,3.77065e+00,7.01951e-02,3.77065e+00,7.01951e-02
$2,2.63438e+00,2.63438e+00,1.03412e-02,1.03412e-02
out,1.20156e-03,1.21464e-03,1.20613e-03,1.18202e-01
a,2.50000e-02,2.50000e-02,3.10000e-01,3.10000e-01
