$1,2.00089e-02,2.00590e-02,2.05475e-02,6.73844e+00
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
$2,3.68278e+00,3.68278e+00,7.22153e-02,7.22153e-02
a,8.20000e-03,8.20000e-03,2.50000e+00,2.50000e+00
$3,2.09655e+00,3.03345e-03,2.09655e+00,3.03345e-03
out,8.00357e-03,8.02361e-03,8.21899e-03,2.69538e+00
