$2,3.65083e+00,3.65083e+00,3.94002e-02,3.94002e-02
$3,4.51835e+00,4.06376e-02,4.51835e+00,4.06376e-02
b,2.00000e-02,5.41000e+00,2.00000e-02,5.41000e+00
$1,8.55757e-03,1.04786e-02,9.57926e-03,4.22700e+00
out,8.55757e-03,1.04786e-02,9.57926e-03,4.22700e+00
a,1.00000e-02,1.00000e-02,4.38000e+00,4.38000e+00
